player_color,move
white,6-4/6-4/8-6/6-4
black,13-10/13-8
white,13-10/13-8
black,6-4/10-4
white,8-4/10-4
black,6-4/6-5
white,8-4/13-8
black,6-2/8-4/8-4/8-4
white,8-4/24-18
black,6-1/8-4
white,25-19/19-16
black,13-7/13-8
white,25-22/13-8
black,5-3/8-4
white,25-19/8-4
black,7-2/13-8/8-3
white,8-5/5-4
black,3-1/4-1
white,13-7/16-10/10-4/19-13
black,4-1/4-1/4-1/4-1
white,7-3/13-7
black,24-20/20-15
white,7-4/6-0
black,15-11/11-6
white,6-1/6-2
black,25-22/6-4
white,25-19/19-14
black,3-1/22-17
white,14-10/10-8
black,25-19/19-13/13-7/7-1
white,8-6/6-0
black,4-1/2-0
white,4-1/4-0
black,1-0/2-0
white,1-0/2-0
black,4-1/1-0
white,4-0/4-0/4-0/4-0
black,4-0/1-0
white,4-1/1-0
black,1-0/1-0/4-2/2-0
white,4-2/2-0
black,1-0/1-0
white,4-3/3-0
black,1-0/1-0/1-0/1-0
