player_color,move
black,6-4/6-4/8-6/6-4
white,6-4/8-4
black,6-4/8-4
white,6-4/24-18
black,24-23/23-18
white,8-4/13-10
black,8-4/13-8
white,6-4/10-9
black,6-5/6-5/5-4/5-4
white,9-4/24-23
black,8-6/6-5
white,6-4/6-4/13-11/11-9
black,13-10/10-4
white,9-4/13-7
black,25-22/5-3
white,7-4/13-10/10-7/7-4
black,24-19/19-14/14-9/9-4
white,13-7/18-16
black,13-9/9-5/5-1/22-18
white,25-19/25-22
black,25-22/18-14
white,19-18/22-16
black,13-7/7-2
white,
black,2-1/13-12/12-11/11-10
white,25-23/25-23/8-6/6-4
black,10-4/14-9
white,25-19/23-18
black,9-4/22-19
white,18-12/19-16
black,19-15/15-10
white,16-13/13-10/10-7/7-4
black,10-5/5-2
white,25-22/4-3
black,2-1/1-0
white,12-6/6-4
black,1-0/1-0
white,3-1/22-19
black,4-1/1-0
white,19-15/4-3
black,4-2/2-0
white,3-2/15-11
black,4-1/1-0
white,2-1/11-8
black,4-3/3-1
white,8-3/3-0/4-0/4-0
black,4-2/1-0
white,4-2/2-0
black,4-3/4-3/2-1/3-2
white,4-1/4-3
black,1-0/2-0/3-1/1-0
white,4-0/4-0
black,4-1/1-0
white,3-2/2-1/4-3/3-2
black,4-1/1-0
white,2-1/4-0
black,4-0/4-0
white,4-2/4-0
black,4-1/1-0
