player_color,move
white,13-7/7-6
black,8-4/13-10
white,6-4/6-4/8-6/6-4
black,24-18/6-4
white,13-9/13-10
black,13-8/13-10
white,8-4/9-4
black,8-4/10-4
white,8-4/13-9/9-5/5-1
black,25-22/6-4
white,6-3/10-7/7-4/13-10
black,25-23/25-22
white,25-24/6-2
black,25-24/6-5/5-4/24-23
white,
black,13-9/10-4
white,25-24/25-24/6-5/5-4
black,13-10/23-22
white,6-5/24-20
black,9-4/10-4
white,20-18/18-13
black,6-3/6-4
white,13-11/11-5
black,8-4/22-16
white,5-4/10-4
black,8-6/6-4/22-20/20-18
white,25-22/22-18
black,25-23/16-14/14-12/12-10
white,24-22/22-19
black,10-4/18-12/23-17/17-11
white,19-18/24-22
black,12-8/8-4
white,18-16/24-19
black,11-10/10-4
white,4-1/19-18
black,4-3/3-2/2-1/1-0
white,25-20/25-24
black,4-0/4-0
white,4-1/18-12
black,4-3/3-1
white,25-24/18-16
black,25-23/23-18
white,12-6/6-1
black,18-13/13-10
white,4-1/24-18
black,4-2/10-4
white,18-12/20-19
black,2-1/1-0
white,12-6/6-4
black,4-3/3-0
white,19-17/17-12
black,4-1/1-0/4-1/1-0
white,12-7/7-4
black,4-0/4-0
white,4-1/16-11
black,4-0/4-0
white,4-1/11-5
black,4-3/4-0
white,4-1/16-10
black,3-1/1-0
white,4-3/3-1
black,4-2/2-0/4-2/2-0
