player_color,move
white,8-4/13-10
black,8-4/13-8
white,10-4/13-10
black,8-4/13-7
white,6-4/13-10
black,7-6/13-8
white,6-3/13-8
black,8-3/24-20
white,6-4/13-10
black,13-7/13-12
white,6-3/8-4
black,7-4/24-18
white,3-2/6-4
black,6-3/20-14
white,3-1/10-5
black,12-7/7-4
white,5-4/10-8
black,8-4/8-3
white,8-5/10-8
black,18-12/14-13
white,8-4/8-3
black,13-8/8-4
white,5-2/8-4
black,6-2/12-6
white,24-18/18-14
black,2-1/6-3
white,25-24/14-12
black,25-19/6-5
white,12-6/6-1
black,25-20/5-2
white,2-1/24-18
black,6-3/6-3/20-17/17-14
white,18-13/13-12
black,6-1/14-8
white,12-11/11-10/10-9/9-8
black,8-6/6-1
white,8-3/2-0/3-0/3-0
black,3-2/4-1
white,4-2/1-0
black,2-0/2-0
white,1-0/2-0
black,3-1/3-0
white,1-0/4-0
black,1-0/3-1/3-1/3-1
white,4-3/3-2/2-1/1-0
black,4-0/4-0/4-0/4-0
white,4-2/2-1
black,1-0/4-1
white,1-0/4-0
black,1-0/1-0
white,4-0/4-0
black,1-0/1-0
white,4-0/4-0
