player_color,move
white,8-4/13-8
black,6-4/13-7
white,6-4/6-5
black,24-22/7-4
white,6-4/8-4
black,8-4/24-23
white,5-4/13-10
black,8-2/23-22
white,13-8/4-1
black,8-4/13-8
white,8-4/10-4
black,6-4/6-4/22-20/20-18
white,6-4/13-10
black,6-4/18-12
white,25-22/10-7/7-4/22-19
black,25-19/19-16
white,25-24/24-18
black,8-4/16-14
white,8-4/8-4/24-20/20-16
black,13-10/10-7/7-4/13-10
white,25-22/22-18
black,10-9/9-4
white,25-22/19-18
black,2-1/14-8
white,25-23/22-19
black,13-12/22-16
white,19-18/18-15
black,8-5/5-4
white,15-10/23-19
black,12-11/11-6
white,25-19/19-15
black,25-20/20-19
white,10-8/15-12
black,12-6/19-16
white,12-10/10-4
black,6-3/16-12
white,8-4/18-12
black,16-13/13-10/10-7/7-4
white,25-23/25-19
black,3-1/12-9
white,19-18/18-16
black,25-19/19-18
white,23-17/17-15
black,18-15/15-14
white,16-12/15-13
black,14-13/13-9
white,25-22/22-18
black,9-4/1-0
white,13-8/18-12
black,1-0/4-1
white,8-6/6-1
black,4-1/1-0
white,12-11/11-6
black,4-2/2-0
white,6-3/3-1
black,4-1/1-0
white,4-0/4-0/4-0/4-0
black,4-0/4-0/4-0/4-0
white,4-3/3-0
black,4-0/4-0/4-0/1-0
white,4-0/4-0
black,4-1/1-0
white,4-0/4-1
black,4-1/1-0
