player_color,move
white,6-4/13-8
black,8-5/5-4
white,8-2/8-2/13-7/24-18
black,6-4/6-4/13-11/11-9
white,7-4/8-4
black,6-5/6-5/5-4/5-4
white,8-3/13-10
black,6-4/9-7/13-11/11-9
white,25-22/22-18
black,
white,18-14/24-23
black,
white,6-4/6-4/10-8/8-6
black,25-20/20-18
white,13-9/9-6
black,9-6/6-4
white,14-10/10-6/23-19/19-15
black,13-8/13-8/13-8/18-13
white,6-4/6-4/6-4/15-13
black,8-7/13-8
white,6-4/6-4/13-11/11-9
black,7-4/24-18
white,2-1/2-1/9-8/13-12
black,25-20/18-13/13-8/20-15
white,25-24/24-22
black,15-10/10-9
white,3-1/22-16
black,25-23/23-20
white,16-13/13-8
black,8-5/8-4
white,8-7/7-4
black,5-2/20-14
white,8-6/4-0
black,8-4/14-10/10-6/6-2
white,1-0/6-1
black,4-1/8-3
white,1-0/1-0
black,8-4/8-4/2-0/3-0
white,4-2/1-0
black,4-2/2-0
white,4-1/2-0
black,2-1/1-0
white,4-3/1-0
black,4-3/3-0
white,3-1/1-0
black,4-1/1-0
white,4-2/2-0
black,4-2/2-0/4-2/4-2
white,4-1/1-0/4-1/1-0
black,2-1/1-0
white,4-2/2-0
black,2-1/1-0
white,4-3/3-0
black,4-0/4-0
white,4-2/2-1
black,4-2/2-0/4-2/2-0
white,4-3/3-0
black,4-2/2-1
white,1-0
