player_color,move
black,6-3/6-2
white,8-4/24-23
black,25-23/8-4
white,24-23/8-3
black,6-4/8-4
white,6-4/8-4
black,6-4/24-18
white,13-7/23-18
black,25-22/13-10/10-7/7-4
white,25-19/25-24
black,25-22/8-4
white,19-18/24-18
black,22-16/16-15
white,7-4/18-14
black,13-10/22-18
white,6-4/14-10
black,25-20/10-4
white,13-10/18-14
black,3-1/24-18
white,13-10/13-9
black,13-7/7-4
white,13-10/23-20/20-17/17-14
black,13-8/23-20
white,6-2/6-4
black,8-4/18-16
white,25-22/6-4
black,13-7/7-1/16-10/10-4
white,10-9/9-4
black,18-13/13-10
white,2-1/10-4
black,10-4/20-16
white,10-6/6-4
black,20-18/18-14
white,22-19/19-18
black,14-8/4-2
white,10-8/14-9
black,25-23/23-17
white,25-20/20-16
black,8-6/6-4/17-15/15-13
white,14-8/18-14
black,13-8/8-5
white,9-6/6-4
black,5-1/2-0
white,16-13/13-10/10-7/7-4
black,1-0/1-0
white,8-4/14-8
black,4-2/1-0
white,4-2/8-4
black,2-1/1-0
white,4-3/3-1
black,4-1/1-0
white,4-2/2-0
black,4-2/2-0
white,4-0/4-0/4-0/4-0
black,4-2/2-0
white,4-1/1-0
black,4-0/4-0/4-0/4-0
white,2-1/4-0
black,4-0/4-0
white,4-2/2-1
black,4-3/3-0
