player_color,move
white,13-8/24-23
black,6-4/13-10
white,8-4/24-18
black,6-5/6-5/5-4/5-4
white,6-4/13-7
black,10-9/9-4
white,6-4/7-6
black,6-1/24-18
white,8-7/7-4
black,25-22/13-10/10-7/7-4
white,25-19/6-4
black,
white,13-7/7-4
black,25-22/8-2
white,25-19/8-4
black,24-22/22-16
white,13-10/10-4
black,2-1/22-16
white,8-7/7-4
black,13-8/22-20
white,4-3/19-14
black,13-7/13-12
white,25-19/14-10
black,8-4/8-7
white,3-2/6-4
black,7-4/20-18
white,2-1/10-6
black,8-4/18-16
white,6-2/2-1
black,16-10/16-10/10-4/10-4
white,6-4/19-15
black,7-5/5-1
white,6-1/19-18
black,12-8/8-7
white,25-20/15-9
black,25-19/7-3
white,9-5/5-3
black,19-13/13-8
white,20-19/19-16
black,8-7/7-2
white,4-1/16-12
black,3-1/2-0
white,12-8/8-4/4-0/3-0
black,1-0/4-0
white,4-1/1-0
black,4-0/4-0/4-0/4-0
white,4-0/4-0
black,1-0/1-0/1-0/4-0
white,4-1/4-2
black,4-1/1-0
white,4-0/4-0
black,4-2/2-1
white,4-1/2-0
black,1-0/4-1/1-0/4-1
white,1-0/4-3/3-2/2-1
black,1-0
