player_color,move
black,13-10/10-4
white,13-7/7-6
black,6-4/8-4
white,24-18/24-23
black,24-23/23-18
white,13-10/23-18
black,6-4/24-23
white,8-6/13-11/11-9/18-16
black,8-7/7-4
white,25-24/8-4
black,8-2/23-22
white,6-4/6-4/24-22/22-20
black,13-10/22-18
white,13-8/20-15/15-10/16-11
black,25-20/18-14
white,25-24/10-4
black,13-12/13-8
white,25-23/10-4
black,25-23/14-8
white,9-4/24-18
black,6-4/8-4
white,6-4/23-18
black,6-1/13-12
white,6-3/8-4
black,6-3/18-15/15-12/23-20
white,8-4/18-12
black,12-10/10-4
white,6-2/18-15
black,8-4/12-8/8-4/12-8
white,6-4/6-1
black,20-17/17-12
white,15-10/10-4
black,8-5/5-4
white,12-8/8-3
black,20-17/17-13
white,2-1/3-1
black,12-9/13-10/10-7/7-4
white,3-0/4-0/4-0/4-0
black,3-1/9-3
white,1-0/1-0
black,3-1/1-0
white,1-0/4-3/3-2/2-1
black,4-0/4-0
white,4-1/1-0
black,1-0/4-3/3-2/2-1
white,4-1/1-0
black,4-3/3-0
white,1-0/4-0/4-0/4-0
black,4-1/4-0
white,4-2/2-0
black,4-3/4-0
white,4-0
