player_color,move
white,13-7/7-4
black,6-4/13-7
white,6-4/8-4
black,6-4/6-4/13-11/11-9
white,13-8/24-18
black,25-23/13-9
white,8-4/13-8
black,6-2/8-4/8-4/8-4
white,24-23/23-18
black,25-24/9-4
white,6-4/8-4
black,9-4/24-18
white,13-7/7-6
black,25-22/13-12
white,25-24/24-18
black,22-16/13-10
white,18-12/18-15
black,25-24/23-20
white,8-2/15-10
black,6-4/24-23
white,25-23/8-4
black,23-18/24-22
white,10-4/18-14
black,16-13/13-10/10-7/7-4
white,25-24/6-4
black,18-17/22-18
white,6-4/24-20
black,17-16/20-18
white,14-9/9-4/23-18/18-13
black,25-23/25-23/18-16/16-14
white,6-1/6-1/13-8/8-3
black,25-20/23-22
white,25-24/20-19/19-18/24-23
black,20-18/23-18
white,4-2/18-16/16-14/4-2
black,14-9/9-6
white,14-9/9-4/23-18/18-13
black,6-5/5-4/18-17/17-16
white,2-1/13-12/12-11/11-10
black,22-20/16-11
white,10-6/6-1
black,11-6/6-1/18-13/13-8
white,1-0/2-0
black,4-1/18-12
white,1-0/1-0
black,4-1/8-2
white,4-2/2-0
black,12-10/10-8/8-6/6-4
white,1-0/4-0/4-0/4-0
black,4-2/4-1
white,4-1/1-0
black,4-2/20-16
white,4-2/2-0
black,2-1/4-1
white,4-0/4-0/4-0/4-0
