player_color,move
white,8-4/24-23
black,13-10/10-7/7-4/13-10
white,8-4/13-10
black,8-3/13-7
white,6-4/8-4
black,8-4/10-4
white,23-20/24-20
black,6-2/8-4/24-20/24-20
white,10-9/9-3
black,6-2/7-1
white,13-9/9-3
black,2-1/13-10
white,13-7/13-12
black,25-24/10-4
white,20-14/14-13
black,6-1/6-4
white,13-12/13-7
black,6-4/20-17
white,20-15/15-11
black,2-1/17-11
white,6-4/7-1
black,25-20/3-2
white,3-1/6-4/6-4/6-4
black,11-6/20-14
white,25-20/7-6
black,6-1/14-10
white,6-5/12-8
black,
white,5-4/8-6
black,25-22/10-6
white,25-22/6-4
black,6-4/22-19
white,12-8/22-20
black,19-15/15-13
white,8-5/5-4
black,13-11
white,20-17/17-14/14-11/11-8
black,25-22/22-17
white,25-19/19-14
black,17-15/15-13/13-11/11-9
white,25-22/4-3
black,2-1/9-8/8-7/7-6
white,20-15/15-13
black,4-3/3-2/6-5/5-4
white,25-19/3-1
black,1-0/2-0
white,13-8/19-18
black,1-0/1-0
white,8-2/4-1
black,4-1/1-0
white,18-12/12-7
black,1-0/1-0
white,7-1/2-0
black,4-1/1-0
white,4-1/1-0
black,1-0/4-0
white,4-3/3-0
black,4-2/2-0/4-2/2-0
white,4-3/3-0
black,4-3/3-0
white,4-0/1-0
black,4-2/2-0
white,4-3/3-0
black,4-1/1-0
