player_color,move
black,8-4/13-8
white,13-10/13-8
black,13-8/13-7
white,8-4/10-9
black,13-8/13-7
white,9-4/13-12
black,8-2/7-2
white,6-4/6-4/12-10/10-8
black,6-4/8-4
white,4-2/6-4/6-4/6-4
black,7-4/24-23
white,25-24/13-11
black,8-3/23-20
white,13-10/10-8
black,6-3/8-3
white,11-10/10-8
black,3-2/8-4
white,8-7/8-4
black,6-4/6-4/20-18/18-16
white,25-24/24-19
black,25-20/3-2
white,8-7/7-4
black,16-10/24-20
white,19-17/17-12
black,10-7/7-6
white,12-9/8-6
black,6-4/20-18/18-16/16-14
white,25-19/6-4
black,14-13/13-8
white,19-13/13-8
black,8-2
white,24-18/18-16
black,20-18/18-14
white,8-5/5-4
black,3-2/14-10
white,16-13/13-10/10-7/7-4
black,10-7/7-3
white,8-4/8-7
black,2-0/3-0
white,7-2/24-22
black,2-0/4-0
white,4-1/24-19
black,2-0/2-0/2-0/2-0
white,2-1/19-14
black,4-1/1-0
white,14-8/4-3
black,4-2/2-0
white,22-17/17-12/12-7/7-2
black,4-2/2-0
white,4-1/8-3
black,4-1/1-0
white,4-1/1-0/1-0/1-0
black,4-0/4-0/4-0
