player_color,move
black,8-7/7-4
white,6-4/6-5
black,6-5/6-4
white,13-8/24-18
black,6-4/13-10
white,5-4/13-10
black,5-3/6-4/3-1/6-4
white,25-23/10-4
black,10-9/9-4
white,13-7/7-4
black,8-4/13-8
white,6-4/13-7
black,8-4/8-6
white,6-5/6-5/5-4/5-4
black,6-4/13-12
white,25-24/7-4
black,25-22/24-22
white,8-4/24-18
black,13-10/10-4
white,4-2/18-12
black,25-22/24-23
white,25-19/23-18
black,12-6/23-20
white,25-23/23-18
black,6-4/22-19
white,12-10/10-4
black,20-16/16-12/12-8/8-4
white,18-13/18-12
black,19-16/16-11
white,8-4/13-10
black,11-6/6-5
white,10-7/18-16
black,5-2/22-18
white,25-19/19-17
black,2-1/18-14
white,8-2/17-16
black,14-10/22-20
white,2-1/8-4
black,10-8/8-3
white,12-9/9-4
black,3-2/20-16
white,4-2/4-1
black,16-11/11-6/2-0/6-1
white,2-1/16-11
black,1-0/1-0
white,4-1/4-3
black,4-0/4-0
white,3-1/11-8
black,4-2/2-0
white,8-3/3-2
black,4-3/3-1
white,16-10/10-4/2-0/4-0
black,4-3/1-0
white,4-0/4-0
black,3-1/1-0
white,4-0/4-0
black,4-0/4-0/4-0/4-0
white,4-3/4-1
black,4-3/3-0
white,3-1/4-1
black,4-2/2-0
white,4-3/3-0
black,4-3/3-0
