player_color,move
black,8-4/24-23
white,8-4/8-7
black,8-3/8-2
white,6-5/6-5/5-4/5-4
black,13-10/23-18
white,25-20/6-4
black,10-6/18-14/14-10/24-20
white,8-4/13-8
black,6-4/6-4/10-8/8-6
white,8-4/24-18
black,13-9/9-4
white,6-1/13-10
black,6-4/13-10
white,13-10/24-20
black,2-1/6-4
white,10-5/5-4
black,25-24/6-4
white,25-23/13-9
black,10-6/13-10
white,6-4/10-8/8-6/6-4
black,6-4/13-12
white,25-23/9-4
black,10-6/12-8/8-4/24-20
white,20-16/23-20
black,3-2/6-3
white,25-22/18-15/15-12/12-9
black,25-24/2-1/24-23/23-22
white,9-8/8-7/7-6/6-5
black,25-19/22-18
white,16-10/10-4/22-16/16-10
black,6-4/19-16
white,5-3/10-4
black,6-3/18-13
white,20-18/18-12
black,25-23/23-18
white,20-17/17-14/14-11/11-8
black,16-12/18-16
white,8-3/12-9
black,25-20/4-1
white,3-1/9-8
black,12-7/7-2/20-15/15-10
white,8-4/1-0/3-0/4-0
black,3-1/10-8/8-6/6-4
white,4-1/4-0
black,4-3/3-1
white,4-1/1-0
black,2-1/1-0
white,1-0/4-0
black,4-3/3-0
white,4-1/1-0
black,4-3/3-0
white,4-2/2-0
black,4-3/3-0
white,4-1/1-0
black,1-0/4-0
white,4-2/4-0
black,4-1/4-3
white,4-1/1-0
black,3-2/4-1
white,4-2/2-0
black,4-0/1-0/4-0/2-0
white,2-1/1-0
black,1-0/1-0
white,4-2/2-0
