player_color,move
black,8-7/7-4
white,6-4/13-7
black,6-4/13-10
white,6-5/6-5/5-4/5-4
black,10-4/24-23
white,8-4/24-18
black,8-2/13-7/7-1/24-18
white,25-24/25-24/25-24/24-23
black,
white,13-10/23-18
black,25-20/25-20/8-3/23-18
white,6-4/6-4/24-22/22-20
black,25-22/6-4
white,13-10/13-8
black,13-10/13-8
white,10-8/10-4
black,10-7/13-10/7-4/18-15
white,25-20/20-18
black,6-4/15-14
white,8-4/20-18
black,6-4/10-4
white,13-12/18-12
black,6-4/8-4
white,8-7/7-1
black,25-24/20-18
white,25-20/18-15
black,20-18/24-19
white,15-14/20-18
black,14-8/19-16
white,8-4/14-9
black,25-22/8-4
white,9-4/18-16
black,18-12/22-16/16-10/10-4
white,8-7/7-1
black,25-23/22-20/20-18/18-16
white,12-10/10-4
black,16-14/12-6
white,16-12/24-19
black,25-23/23-19
white,12-9/9-4
black,14-8/19-18
white,19-14/14-12
black,8-4/23-18
white,12-6/6-4
black,18-14/14-8
white,12-9/9-6/6-3/3-0
black,8-4/18-13
white,1-0/4-3/3-2/2-1
black,13-10/10-9
white,4-3/3-0
black,9-3/4-3
white,1-0/4-0
black,4-0/4-0
white,4-2/2-1
black,3-2/3-1
white,1-0/4-0
black,4-2/2-0
white,4-1/1-0
black,2-0/4-0/4-0/4-0
white,4-2/2-0
black,4-1/4-1/4-1/4-1
white,4-3/3-0
black,1-0/4-0/4-0/4-0
white,4-1/1-0
black,1-0/1-0
white,4-1/1-0
black,1-0/1-0
