player_color,move
black,8-4/13-8
white,13-7/13-7/24-18/24-18
black,6-5/8-4
white,7-2/7-4
black,5-2/6-4
white,6-5/13-8
black,6-4/8-2
white,8-4/13-10
black,24-18/18-12/12-6/24-18
white,
black,6-1/18-12
white,
black,2-1/6-1
white,25-20/8-6
black,6-1/8-4
white,5-4/6-4
black,12-8/8-4/13-9/13-9
white,6-5/6-5/5-4/5-4
black,9-3/9-4
white,6-4/6-4/8-6/20-18
black,13-10/10-6
white,10-5/5-4
black,2-1/6-5/5-4/13-12
white,6-3/8-4
black,12-9/9-4
white,4-1/18-14
black,1-0/1-0/1-0/3-0
white,14-8/8-2/18-12/18-12
black,1-0/1-0
white,4-1/12-8
black,4-1/1-0
white,2-1/8-2
black,4-0/4-0
white,4-3/4-1
black,4-1/1-0
white,4-2/4-2/12-10/10-8
black,4-0/4-0
white,2-1/8-3
black,4-3/3-0
white,2-1/3-1
black,4-2/2-0
white,3-0/3-0
black,4-2/2-0
