player_color,move
black,13-10/10-4
white,13-8/13-10
black,8-4/24-18
white,6-4/13-8
black,6-5/13-8
white,8-4/13-8
black,6-4/13-10
white,6-1/13-10
black,25-24/10-4
white,25-22/10-4
black,5-4/6-4
white,6-1/8-4
black,25-24/8-4
white,25-24/10-4
black,8-4/24-18
white,6-5/6-5/5-4/5-4
black,8-4/13-7
white,4-1/22-20
black,7-4/18-14
white,8-5/5-4
black,13-12/18-12
white,8-3/3-2
black,6-3/14-8
white,24-19/19-16
black,25-19/19-13/13-7/8-2
white,8-4/20-18
black,25-20/3-2
white,18-15/15-12/12-9/9-6
black,12-8/8-4/12-8/8-4
white,8-5/5-4
black,25-24/24-20
white,25-19/16-10/10-4/19-13
black,20-14/14-9
white,24-20/4-3
black,9-5/2-0/2-0/5-1
white,25-24/25-22
black,25-19/19-15
white,25-20/2-1
black,15-10/10-4
white,3-2/2-1/20-19/19-18
black,4-3/3-2/2-1/1-0
white,25-22/25-24
black,4-3/3-2/2-1/1-0
white,25-23/25-22
black,4-1/1-0
white,4-3/3-1
black,4-3/3-0
white,25-19/13-8
black,4-0/4-0
white,8-2/23-19
black,4-0/4-0
white,2-1/4-1
black,4-3/4-2
white,18-13/13-9
black,2-0/4-0
white,9-4/19-13
black,3-2/2-0
white,13-12/19-15
black,4-2/2-0/4-2/2-0
