player_color,move
black,8-4/24-18
white,6-4/13-10
black,18-13/6-4
white,10-4/13-8
black,6-4/13-8
white,13-7/24-20
black,6-4/8-4
white,7-2/24-18
black,6-5/6-4
white,25-19/6-4
black,5-3/8-4
white,13-7/13-7/7-1/7-1
black,
white,8-4/19-18
black,25-23/8-2
white,25-22/6-3/22-19/6-3
black,25-20/20-19
white,25-19/8-4
black,19-14/23-20
white,8-4/8-4/18-14/14-10
black,14-8/20-18
white,10-4/19-18
black,8-6/18-12
white,25-23/23-19
black,25-23/25-19
white,4-1/19-16/16-13/13-10
black,
white,10-7/7-4/18-15/18-15
black,
white,15-11/15-10
black,25-23/19-18
white,11-6/6-4
black,4-1/18-16
white,10-9/9-7
black,25-19/23-19
white,3-2/7-4
black,
white,2-1/3-0
black,
white,1-0/4-0
black,25-19/19-17
white,1-0/1-0
black,13-10/10-7/7-4/19-16
white,4-2/2-0
black,13-9/9-4
white,4-1/1-0
black,17-13/19-18
white,4-2/2-0
black,13-11/16-14/14-12/18-16
white,4-3/1-0
black,13-8/8-4
white,4-1/1-0
black,4-3/12-7
white,4-2/2-0
black,7-1/16-12
white,3-0/4-0
black,3-1/12-8
white,4-0/4-0
