player_color,move
black,6-2/8-4/8-4/8-4
white,13-8/24-18
black,13-7/7-1/13-7/7-1
white,25-23/25-23/6-4/6-4
black,25-23/24-22/22-20/20-18
white,8-2/23-22
black,25-24/24-20
white,13-10/23-22
black,6-5/24-18
white,10-4/22-16/16-10/10-4
black,5-1/20-14
white,2-1/6-4
black,6-4/6-4/18-16/16-14
white,6-4/13-10
black,6-4/14-10
white,6-4/13-10
black,10-4/14-10
white,8-4/8-4/8-4/22-18
black,10-7/7-2
white,25-22/10-4
black,13-8/13-8/18-13/13-8
white,10-6/6-2/13-9/22-18
black,8-4/13-11
white,9-8/18-16
black,11-9/9-3
white,
black,8-5/8-5/5-2/5-2
white,25-19/19-14
black,2-0/2-0
white,4-1/14-12
black,1-0/3-2/2-1/1-0
white,8-4/12-6
black,2-1/1-0
white,6-1/2-0
black,1-0/1-0
white,4-0/4-2
black,4-1/1-0
white,2-1/1-0
black,4-1/1-0
white,4-0/4-1
black,4-0/4-0
white,4-3/4-1
black,4-2/2-0
white,3-2/2-1/4-3/3-2
black,4-0/4-0/4-0
