player_color,move
white,6-4/13-10
black,13-7/13-8
white,24-23/23-21
black,6-4/13-8
white,25-22/10-4
black,6-4/7-4
white,13-7/7-6
black,6-1/6-4
white,25-20/6-4
black,6-4/24-18
white,6-1/8-2
black,25-20/13-7
white,20-14/22-16/16-10/10-4
black,7-4/13-8
white,6-4/13-10
black,18-16/16-13
white,10-4/13-8
black,8-4/13-10
white,6-4/13-12
black,8-4/10-4
white,6-3/8-4
black,8-7/7-6/6-5/5-4
white,8-2/8-2/14-8/8-2
black,8-2/2-1
white,12-6/2-0/3-0/6-0
black,8-4/8-4/20-16/16-12
white,1-0/2-0/2-0/2-0
black,4-1/4-3
white,4-2/2-0
black,12-6/4-0
white,4-1/1-0
black,6-2/4-0
white,4-2/4-2/2-0/2-0
black,3-2/4-1
white,4-0/4-0
black,4-0/4-0
white,4-0/4-0
