player_color,move
white,13-10/24-23
black,6-4/8-4
white,13-7/13-7/13-7/24-18
black,6-4/13-10
white,6-5/13-10
black,10-9/9-4
white,6-2/18-16
black,13-10/10-4
white,6-5/23-18
black,6-4/8-4
white,18-14/14-8
black,6-1/8-4
white,10-5/10-8
black,6-2/13-7
white,5-2/6-5
black,7-1/13-7/7-1/13-7
white,6-2/7-3/16-12/12-8
black,2-1/7-1
white,7-2/8-5
black,4-3/24-18
white,25-23/23-19
black,18-12/12-6/24-18/18-12
white,25-23/2-1
black,12-10/10-4
white,2-1/8-5
black,3-0/6-1
white,2-1/23-17
black,4-2/2-1
white,5-1/17-16
black,1-0/1-0/1-0/1-0
white,16-10/10-7
black,1-0/1-0
white,7-1/8-3
black,4-3/3-0
white,2-1/8-2
black,4-3/3-0
white,3-1/3-1/5-3/3-1
black,4-2/2-0
white,8-3/8-2
black,4-2/2-0
white,5-1/3-0
black,4-3/3-0
white,2-1/2-0
black,4-2/2-0
white,5-3/3-1/5-3/3-1
black,4-2/2-0
white,1-0/1-0
black,1-0
