player_color,move
white,6-4/8-4
black,13-10/10-7/7-4/13-10
white,8-7/7-4
black,6-4/8-4
white,8-2/13-7/13-7/13-7
black,8-4/10-4
white,6-4/7-2
black,8-5/5-4
white,6-2/24-23
black,6-1/13-7
white,25-23/13-11/11-9/9-7
black,6-1/7-1
white,13-7/23-17/23-17/17-11
black,6-4/13-10
white,7-2/11-5
black,6-1/10-4
white,6-2/7-2
black,13-11/11-9/24-22/22-20
white,25-22/7-4/22-19/7-4
black,9-4/24-18
white,6-2/17-16
black,20-18/18-17
white,16-13/13-8
black,25-20/18-14
white,8-2/19-17
black,14-13/20-18
white,17-14/14-9
black,13-10/10-9
white,9-4/2-0/2-0/2-0
black,9-5/5-2
white,2-0/2-1
black,2-1/18-14
white,1-0/2-0
black,14-9/9-3
white,2-0/2-0
black,3-1/4-1
white,4-0/4-0
black,4-3/3-0
white,4-3/3-0
black,1-0/1-0
white,4-3/3-2/2-1/1-0
black,1-0/4-3/3-2/2-1
white,4-1/1-0
black,4-3/3-0
white,4-1/1-0
black,4-2/2-0
white,4-0
