player_color,move
white,13-10/10-4
black,13-7/13-9
white,8-7/7-4
black,13-10/24-18
white,6-4/13-8
black,13-9/13-8
white,13-8/24-18
black,25-24/18-15
white,13-7/7-6
black,24-18/18-14
white,6-4/6-4/24-22/22-20
black,14-11/24-20
white,6-4/8-4
black,6-3/15-11
white,8-4/13-12
black,10-9/20-15
white,6-4/6-5
black,6-1/15-9
white,12-9/9-4
black,6-1/9-3
white,8-2/8-2/18-12/12-6
black,6-3/6-3/9-6/6-3
white,5-4/6-4
black,11-10/10-8
white,2-1/20-18
black,9-3/11-8
white,18-13/13-11
black,8-3/9-3
white,2-1/11-10/10-9/9-8
black,8-3/8-7
white,8-6/6-1
black,7-1/8-5
white,1-0/1-0
black,8-3/8-2
white,4-2/2-0
black,5-1/2-0
white,1-0/4-0/4-0/4-0
black,1-0/1-0
white,4-3/3-0
black,1-0/1-0
white,4-0/4-0
black,3-1/1-0
white,4-2/2-0
black,3-0/3-0/3-0/3-0
white,4-2/2-0
black,3-1/1-0
white,4-1/1-0
black,3-1/1-0
white,4-1/1-0
black,3-1/1-0
white,4-0
