player_color,move
white,13-10/10-4
black,8-3/13-8/13-8/13-8
white,8-3/8-3/8-3/13-8
black,6-5/6-5/5-4/5-4
white,6-2/6-2/6-2/8-4
black,6-4/8-4
white,6-4/6-3
black,3-2/13-8
white,13-12/24-22
black,25-19/6-4
white,13-7/7-3
black,6-4/8-4
white,13-8/24-22
black,8-6/8-6/6-4/6-4
white,12-10/10-4
black,19-14/14-9/9-4/24-19
white,8-7/7-6/6-5/5-4
black,25-24/8-7/7-6/6-5
white,22-17/17-14
black,25-20/5-1
white,14-10/10-4
black,24-19/19-16
white,22-17/17-16
black,16-14/20-16
white,16-13/13-12
black,16-15/15-10
white,12-6/6-3
black,14-11/11-9
white,2-0/2-0
black,9-3/3-1
white,2-0/3-0
black,10-8/8-3
white,3-1/1-0
black,25-20/2-1
white,3-1/1-0
black,3-2/20-14
white,3-1/1-0
black,14-8/8-6
white,3-1/1-0
black,2-0/6-1
white,3-1/1-0
black,4-2/2-0
white,4-2/2-0
black,1-0/1-0
white,4-1/1-0
black,4-3/3-0
white,4-3/3-0
black,4-1/1-0
white,4-1/1-0
black,4-2/2-0
white,4-1/1-0
black,4-3/4-1
white,4-0
