player_color,move
white,8-4/24-23
black,8-2/2-1
white,25-24/25-20
black,25-24/8-4
white,8-4/8-2
black,6-1/13-10
white,
black,6-1/10-4
white,25-20/6-2
black,6-1/13-10
white,6-4/6-2
black,6-1/8-4
white,6-3/13-8
black,6-4/13-10
white,8-7/7-2
black,10-4/13-8
white,13-8/13-12
black,25-22/22-20
white,25-22/13-12
black,8-4/10-6/6-2/24-20
white,6-4/8-3
black,20-18/24-19
white,13-7/7-4
black,25-20/19-14/14-9/9-4
white,12-10/10-8/8-6/6-4
black,2-1/24-18
white,12-9/9-6/6-3/20-17
black,18-13/13-8/20-15/15-10
white,
black,10-4/20-18
white,
black,8-3/18-12
white,25-23/25-20
black,12-10/10-4
white,20-18/20-16
black,3-2/2-0
white,25-20/18-15
black,4-3/3-0
white,20-14/14-12
black,4-1/1-0
white,12-9/9-3
black,4-3/3-0
white,15-9/9-3/16-10/10-4
black,1-0/1-0
white,2-0/2-1
black,1-0/1-0
white,1-0/2-0
black,1-0/4-0
white,2-0/3-0
black,4-2/2-1
white,3-2/2-0
black,4-3/3-0
white,3-0/3-0/4-1/1-0
black,4-2/2-0
white,4-0/4-0
black,4-2/2-0
white,4-0/4-0
black,4-2/2-1
white,4-1/1-0
black,1-0/1-0
