player_color,move
white,13-7/7-4
black,6-4/6-5
white,8-3/24-23
black,5-4/8-4
white,8-5/5-4
black,6-1/6-5
white,25-24/8-4
black,25-22/6-4
white,25-20/6-2
black,25-24/22-20
white,6-2/6-4
black,8-4/24-18
white,6-2/23-22
black,13-9/9-4
white,6-4/20-16
black,13-8/24-18
white,2-1/2-1/24-23/23-22
black,
white,13-8/22-20
black,25-23/13-11/11-9/9-7
white,25-22/25-24
black,7-6/6-4
white,8-2/24-22
black,25-20/18-17
white,13-11/11-7
black,
white,7-1/20-16
black,25-19/8-4
white,2-1/13-7
black,8-4/19-13
white,7-2/22-20
black,17-16/20-18
white,13-11/11-7
black,25-23/23-19
white,25-23/7-4
black,13-10/19-18
white,20-17/17-16
black,10-4/13-10
white,16-14/14-12/12-10/10-8
black,25-20/10-6
white,8-3/22-16
black,6-2/2-1
white,25-24/24-20
black,25-20/16-11/11-6/6-1
white,16-13/20-16
black,20-19/19-13
white,13-10/10-4
black,13-8/8-4
white,22-20/20-17
black,18-17/17-13
white,16-15/17-12
black,25-20/4-1
white,12-7/16-15
black,20-18/18-17
white,25-20/20-14
black,17-16/20-14
white,14-8/8-2/15-9/9-3
black,25-19/19-14
white,15-10/10-8
black,20-19/19-14
white,8-4/1-0
black,4-1/14-13
white,1-0/1-0/1-0/2-1
black,4-2/2-1
white,1-0/3-0/3-0/4-0
black,13-8/8-4
white,4-2/2-0
black,14-10/10-4
white,4-2/2-0
black,14-8/8-7
white,4-0/4-0/4-0/4-0
black,7-2/2-0
white,4-3/3-2/2-1/1-0
