player_color,move
white,13-10/10-4
black,13-10/10-4
white,8-7/7-4
black,8-7/7-4
white,13-10/10-7/7-4/13-10
black,24-23/23-18
white,10-5/5-4
black,8-4/8-4/24-20/20-16
white,6-4/6-5
black,6-5/6-5/5-4/5-4
white,5-4/13-10
black,16-12/18-12
white,25-24/8-4
black,6-4/13-10
white,6-1/8-4
black,6-4/6-4/13-11/11-9
white,6-3/10-4
black,9-8/8-4
white,3-1/6-4/24-22/22-20
black,10-8/13-8
white,24-20/24-18
black,12-7/7-4
white,25-19/19-18
black,8-6/13-8
white,18-12/20-18
black,6-5/8-4
white,25-19/12-8
black,5-4/8-4
white,18-16/19-16
black,12-11/11-8
white,8-3/16-10
black,8-6/6-3
white,10-4/16-13
black,4-0/4-0/4-0/4-0
white,3-1/13-7
black,3-0/4-0/4-0/4-0
white,7-6/6-4
black,4-0/4-0
white,4-2/4-0
black,4-1/1-0
white,2-1/4-0
black,4-3/3-0
white,4-3/3-2/2-1/4-3
black,4-2/2-0
white,3-2/2-0
black,4-2/2-0
white,4-2/2-0
black,4-1/1-0
