player_color,move
white,8-4/13-10
black,6-5/5-4/24-23/24-23
white,10-9/9-4
black,6-5/6-5/5-4/5-4
white,6-4/6-4/6-4/6-4
black,6-4/13-11/13-11/11-9
white,13-10/10-7/7-4/13-10
black,13-8/13-9
white,10-4/13-7/7-1/13-7
black,6-3/13-11
white,6-4/7-4
black,23-18/18-16
white,8-3/8-5
black,16-13/13-8
white,24-23/23-20
black,9-4/23-18/18-13/13-8
white,24-19/19-16
black,25-19/3-1
white,16-10/10-4
black,19-18/18-12
white,5-2
black,12-10/10-4
white,2-1/20-15
black,4-1/4-1/11-8/11-8
white,15-10/10-4
black,8-2/8-4
white,3-2/2-0
black,2-1/4-1
white,1-0/1-0
black,4-1/8-3
white,4-1/1-0
black,8-2/8-4
white,4-3/3-0
black,8-3/8-3/8-3/2-0
white,4-2/2-0/4-2/2-0
black,1-0/1-0/1-0/1-0
white,4-3/3-0
black,1-0/1-0
white,4-0/4-0/4-0/4-0
black,4-1/1-0
white,4-3/3-0
black,4-1/1-0
white,4-2/2-0
black,3-1/1-0
white,4-3/3-0
