player_color,move
white,8-2/8-3
black,6-4/8-2
white,6-4/6-3
black,13-10/13-8
white,8-4/13-7
black,13-8/13-10
white,6-2/6-4
black,6-4/13-8
white,13-7/13-7/13-7/13-7
black,6-3/8-4
white,6-2/24-18
black,6-1/8-4
white,25-20/7-3
black,8-7/7-4
white,25-20/7-3
black,3-1/6-1
white,3-2/7-3
black,2-1/10-4
white,3-2/7-4
black,8-2/10-4/24-18/18-12
white,25-22/20-15
black,8-5/5-3
white,
black,12-9/24-20
white,25-23/25-19
black,25-20/3-1
white,19-14/14-9/9-4/23-18
black,9-3/20-14/14-8/8-2
white,3-1/18-16/16-14/14-12
black,20-19/19-14
white,15-10/10-4
black,3-1/14-10
white,12-10/10-7
black,10-4/2-0
white,7-4/1-0
black,1-0/1-0
white,2-0/2-0
black,4-2/2-0/4-2/2-0
white,2-0/2-0
black,4-1/1-0
white,2-1/1-0
black,1-0/1-0/1-0/1-0
white,3-2/2-1/1-0/3-2
black,4-2/2-0
white,2-0/4-0
black,4-2/2-0
white,4-1/1-0
black,4-3/3-2/2-1/1-0
white,4-1/1-0
black,4-0/4-0
