player_color,move
white,8-3/3-2
black,13-11/13-7
white,13-7/7-6
black,13-11/13-10
white,8-7/7-4
black,13-11/24-18
white,6-1/13-12
black,25-21/8-2
white,25-21/21-15
black,25-22/8-2
white,8-4/15-10
black,25-22/8-3
white,6-4/6-1
black,18-14/14-8
white,6-4/13-12
black,6-3/22-20
white,13-10/13-12
black,22-17/20-17
white,2-1/6-3
black,6-2/8-3
white,6-1/10-4
black,17-12/12-11
white,3-1/10-4
black,6-2/17-11
white,12-10/10-9
black,6-3/7-2
white,9-8/12-10
black,11-5/11-6
white,8-4/10-9
black,3-2/6-2
white,9-5/5-4
black,3-2/11-5
white,12-10/10-8/8-6/6-4
black,6-2/11-7/7-3/11-7
white,24-19/19-17
black,2-1/7-2
white,25-19/17-15
black,3-1/5-0
white,19-14/14-10
black,2-0/3-0/3-0/5-2
white,10-6/6-4
black,2-0/2-0
white,4-1/15-14
black,2-1/2-1/2-1/2-1
white,14-10/10-9
black,2-1/2-0
white,4-1/9-6/6-3/3-0
black,2-1/1-0
white,4-3/3-0
black,1-0/1-0/1-0/1-0
white,4-3/4-1
black,1-0/1-0
white,3-2/4-1
black,1-0
