player_color,move
white,8-4/8-3
black,13-10/10-4
white,8-3/24-23
black,6-4/13-10
white,6-2/23-22
black,6-5/6-5/5-4/5-4
white,6-2/13-7
black,8-5/5-4
white,6-4/7-4
black,6-4/13-10
white,13-7/7-2
black,10-4/10-4/13-7/7-1
white,25-20/6-2
black,6-3/13-10/10-7/7-4
white,25-20/13-7
black,8-2/2-1
white,6-2/13-12
black,24-19/19-18
white,25-20/13-12
black,3-1/18-17
white,20-16/20-17
black,25-19/24-20
white,12-10/10-4
black,17-14/14-10
white,16-13/13-10/10-7/7-4
black,19-18/18-14
white,17-14/20-16
black,10-6/6-4
white,12-8/8-4/16-12/12-8
black,14-13/13-12/20-19/19-18
white,8-2/14-11
black,12-10/18-13
white,11-9/9-3
black,13-9/9-4
white,2-1/1-0/2-1/1-0
black,4-1/10-8
white,2-0/2-0/2-0/2-0
black,8-3/1-0/1-0/3-0
white,3-0/3-0
black,4-1/4-3
white,3-2/2-0
black,3-2/2-0
white,4-2/2-1
black,4-1/4-3
white,1-0/4-0
black,4-2/2-1
white,4-1/1-0
black,4-1/3-0
white,4-3/3-0
black,4-2/2-0
white,4-2/2-0
black,1-0/1-0/1-0/1-0
white,4-2/2-0
