player_color,move
white,13-10/10-4
black,13-10/10-4
white,8-2/8-2/8-2/13-7
black,8-4/13-10
white,7-4/13-8
black,8-4/10-4
white,8-2/13-7/13-7/24-18
black,8-4/13-12
white,7-2/24-18
black,12-10/10-4
white,6-4/7-4
black,6-4/13-12
white,6-2/18-12
black,25-20/6-2
white,6-4/6-2
black,6-4/6-3
white,6-3/12-8
black,6-2/12-8/8-4/24-20
white,8-3/18-16
black,24-19/19-16
white,2-1/16-12
black,2-1/3-1
white,12-11/11-8
black,16-10/10-7
white,8-4/1-0
black,2-1/20-18
white,2-0/2-1
black,7-4/20-14
white,1-0/2-0/2-0/2-0
black,14-12/18-14
white,2-0/3-0
black,12-9/9-4
white,3-0/4-0
black,4-1/14-13
white,4-3/3-0
black,4-1/13-9
white,4-0/4-0
black,4-1/9-8
white,4-2/2-0
black,8-2/2-0
white,4-2/2-0
