player_color,move
white,13-7/7-6
black,8-7/13-11
white,13-10/13-8
black,13-10/13-8
white,13-8/13-10
black,13-7/13-10
white,6-3/8-3
black,8-3/10-7
white,6-2/8-4/8-4/8-4
black,8-2/10-7
white,6-3/10-4
black,8-2/11-7
white,6-5/6-5/5-4/5-4
black,6-5/5-3
white,8-5/5-2/10-7/7-4
black,3-2/24-18
white,
black,7-4/4-2
white,6-1/24-20
black,
white,20-15/24-20
black,25-24/6-2
white,25-20/20-15/20-15/15-10
black,2-1/6-3
white,10-4/15-11
black,7-1/18-12/12-6/24-18
white,11-6/6-4
black,2-1/6-3
white,15-9/9-5
black,6-1/6-3
white,5-4/3-0
black,3-1/3-1/3-1/3-1
white,3-0/3-1
black,18-12/12-11
white,2-0/2-0
black,2-1/7-1
white,4-3/3-1
black,11-9/9-3
white,4-3/3-0
black,3-1/7-1
white,4-2/2-0
black,7-4/4-0
white,4-1/1-0
black,2-0/2-1
white,4-3/3-0
black,1-0/1-0
white,4-2/2-0
black,1-0/1-0
white,4-1/1-0
black,1-0/1-0
white,4-3/3-0
black,1-0/1-0
white,4-1/1-0
black,1-0/1-0
white,4-3/3-0
black,1-0/1-0
white,1-0/1-0
