player_color,move
white,13-8/24-18
black,13-10/13-8
white,8-4/24-23
black,8-4/10-4
white,6-4/23-22
black,13-8/24-18
white,13-7/7-6
black,25-20/24-18
white,13-7/7-6
black,25-23/20-18/18-16/16-14
white,6-4/22-16
black,8-4/13-10
white,16-10/10-4/18-12/12-6
black,25-24/8-4
white,13-7/13-7/7-1/7-1
black,
white,8-7/7-4
black,
white,8-4/8-4/1-0/1-0
black,25-24/10-4
white,6-2/2-0
black,25-24/6-3
white,6-2/2-0
black,3-2/6-3
white,6-2/2-0
black,8-7/7-4
white,6-3/3-0
black,2-1/6-4
white,6-3/3-0
black,6-1/8-4
white,4-3/6-4
black,3-2/6-1
white,4-2/2-0
black,14-12/24-19
white,3-2/2-0
black,4-1/4-2
white,4-1/1-0
black,25-24/24-20
white,4-3/3-0
black,19-17/17-15/20-18/18-16
white,4-2/2-0/4-2/2-0
black,2-1/4-1
white,4-0/4-0
