player_color,move
white,13-8/24-18
black,6-4/13-10
white,13-10/10-7/7-4/13-10
black,8-4/13-10
white,8-4/13-10
black,6-4/8-4
white,8-4/13-10
black,6-4/13-12
white,8-4/10-4
black,10-4/13-12
white,10-4/18-12/10-4/24-18
black,25-24/4-3/3-2/2-1
white,6-4/8-3
black,8-7/7-4
white,25-23/23-17
black,6-3/10-4
white,12-7/7-4
black,6-1/24-20
white,17-16/16-10
black,24-18/18-17
white,6-4/10-4
black,3-1/17-15/15-13/20-18
white,3-2/6-2
black,18-13/13-8/13-8/8-3
white,2-1/6-4
black,25-19/3-1
white,25-20/20-15/15-10/10-5
black,8-4/19-13
white,2-0/5-4
black,12-9/13-10/10-7/7-4
white,4-1/4-1/4-1/4-1
black,9-8/8-5
white,1-0/1-0
black,4-1/5-3
white,4-0/4-0/4-0/4-0
black,3-1/4-1
white,1-0/1-0
black,12-7/7-2/2-0/4-0
white,4-2/2-0
black,4-2/2-0/4-2/4-2
white,4-2/2-0/4-2/2-0
black,4-0/4-0
white,4-1/1-0
black,4-2/2-0
white,1-0/4-1/1-0
