player_color,move
white,6-2/8-4/8-4/8-4
black,8-7/7-4
white,13-7/7-6
black,6-4/13-10
white,13-10/10-7/7-4/13-10
black,13-10/13-8
white,13-8/8-4
black,10-4/13-10
white,6-4/13-10
black,10-4/13-12
white,6-3/10-4
black,8-5/5-4
white,10-9/9-4
black,8-5/5-4
white,6-4/24-23
black,8-7/7-4
white,23-22/22-16
black,6-1/6-1/6-1/6-1
white,25-19/19-18
black,10-8/12-9
white,25-19/19-16
black,25-20/20-18
white,18-12/12-8
black,8-4/18-13
white,6-4/8-4
black,24-19/19-17
white,25-22/22-18
black,13-9/9-7
white,
black,7-4/17-16
white,25-23/25-20
black,16-10/10-4/24-18/18-12
white,23-18/18-17
black,12-10/10-6
white,3-1/17-13
black,6-1/1-0
white,13-10/10-8
black,1-0/1-0
white,8-6/6-3
black,1-0/1-0
white,2-1/20-19/19-18/18-17
black,4-3/3-0
white,17-16/16-10
black,4-3/3-0
white,10-6/6-3
black,4-1/1-0
white,4-1/3-0
black,4-0/4-0
white,4-1/3-0
black,4-0/4-0
white,4-1/4-2
black,4-1/1-0
white,4-3/3-1
black,4-1/1-0
white,4-0/4-2
black,4-1/1-0
