player_color,move
white,24-22/22-16
black,6-5/6-5/5-4/5-4
white,24-18/18-16
black,8-4/13-10
white,13-11/11-9/9-7/7-5
black,6-4/10-4
white,6-2/13-8
black,8-7/7-4
white,13-8/13-7
black,6-5/6-5/5-4/5-4
white,5-2/13-7
black,8-5/5-4
white,6-5/5-2
black,13-8/13-7
white,6-2/8-5
black,13-10/10-4
white,6-5/16-10
black,24-19/19-14/14-9/9-4
white,25-19/25-23
black,7-1/13-8
white,7-5/23-18
black,8-5/5-4
white,10-5/18-13/13-8/19-14
black,8-7/7-2
white,7-5/14-9
black,4-2/4-2/4-2/24-22
white,5-2/9-5
black,2-1/22-18
white,2-1/8-3
black,2-1/18-15
white,5-1/5-1/5-1/5-1
black,15-13/13-7
white,8-3/8-3/8-3/8-3
black,7-4/2-0
white,3-0/3-1
black,2-1/1-0
white,3-0/3-0
black,4-3/3-0
white,2-0/2-0/2-0/3-0
black,4-2/2-0/4-2/2-0
white,2-1/5-0
black,4-1/1-0
white,1-0/1-0
black,4-2/2-0
white,1-0/1-0
black,4-0/4-0
white,1-0/1-0/1-0
