player_color,move
white,8-4/8-2
black,6-5/8-4
white,6-3/6-3/6-3/6-3
black,5-2/8-4
white,8-7/7-4
black,8-4/13-10
white,13-8/24-23
black,25-19/13-9
white,
black,6-4/9-4
white,25-22/8-4
black,19-18/18-14
white,13-7/24-22
black,10-4/13-10
white,7-2/13-7
black,10-4/14-13
white,13-8/8-4
black,24-18/13-12
white,25-24/25-20
black,13-10/18-14
white,22-16/16-10/10-4/22-16
black,10-4/13-10
white,20-15/23-22
black,25-20/6-4
white,15-12/24-23
black,14-13/13-10
white,25-23/22-16
black,6-1/24-20
white,23-20/20-16
black,6-1/10-6
white,2-1/23-18
black,20-14/14-13
white,16-10/10-4/16-10/10-4
black,6-4/13-12
white,18-17/17-12
black,20-17/17-14/14-11/11-8
white,3-1/12-7
black,8-6/12-11
white,7-4/16-12
black,11-10/10-4
white,12-7/7-4
black,12-11/11-6
white,1-0/1-0
black,4-2/2-0/6-4/6-4
white,2-0/3-0
black,4-1/1-0
white,3-1/1-0
black,4-3/3-0
white,3-0/4-0
black,4-1/1-0
white,4-2/2-0
black,4-2/2-0
white,4-0/4-0
black,1-0/1-0/4-0/4-0
white,4-1/1-0
black,4-0/4-0
white,4-3/3-0
black,4-2/2-0
white,4-2/2-1
black,4-2/2-0
white,1-0/4-2/2-0/4-2
black,4-3/3-0
white,2-0
