player_color,move
white,13-8/24-18
black,13-11/24-23
white,8-5/5-4
black,13-11/24-23
white,6-5/6-5/5-4/5-4
black,13-10/10-9
white,8-4/13-8
black,13-10/13-9
white,13-10/10-4
black,23-20/20-14
white,8-4/8-4/8-4/24-20
black,6-1/14-11
white,18-12/12-8
black,6-1/10-4
white,13-7/13-7/7-1/7-1
black,6-4/9-3
white,6-5/6-5/5-4/5-4
black,6-3/6-4
white,6-4/8-3
black,23-18/18-17
white,3-2
black,9-6/6-3/17-14/14-11
white,20-18
black,8-5/5-1
white,18-13/13-12
black,3-1/8-4
white,12-6/6-2
black,4-1/11-8/11-8/11-8
white,2-1/2-0
black,3-1/4-3
white,1-0/1-0
black,11-5/5-1
white,4-1/1-0
black,4-3/8-3
white,4-2/1-0
black,8-6/6-1
white,2-1/1-0
black,8-4/8-4/1-0/1-0
white,4-1/1-0
black,1-0/4-1
white,4-3/3-2/2-1/1-0
black,1-0/1-0/1-0/1-0
white,4-3/3-0
black,1-0/1-0
white,4-3/3-0
black,3-2/2-1/1-0/4-3
white,4-2/2-0
black,4-1/1-0
white,4-0/4-0
black,3-0/3-0
white,4-1/1-0
black,3-2/2-0
white,4-2/2-0
