player_color,move
white,13-8/24-18
black,13-7/7-1/24-18/24-18
white,25-24/25-22
black,25-24/8-4
white,8-5/5-4
black,6-5/6-5/5-4/5-4
white,6-4/8-4
black,6-4/13-10
white,6-4/8-4
black,6-4/10-4
white,6-4/13-8
black,8-5/5-4
white,6-4/24-23
black,6-1/24-18
white,8-2/8-4
black,13-7/13-8
white,6-4/23-20
black,7-2/8-4
white,13-10/22-20
black,8-7/7-4
white,10-8/13-10
black,18-16/18-15
white,25-24/20-18
black,25-22/15-13
white,24-19/19-14/14-9/9-4
black,25-19/19-14
white,8-4/13-8
black,13-8/13-8/14-9/9-4
white,8-7/7-4
black,25-23/23-18
white,25-22/20-18
black,18-12/22-20
white,18-13/22-19
black,25-19/19-16
white,13-7/7-4
black,2-1/8-2
white,18-13/19-16
black,8-4/16-10
white,13-10/10-9
black,10-5/5-3
white,9-6/6-5
black,25-19/19-13/13-7/7-1
white,5-2/16-10
black,2-1/3-0
white,2-1/10-7
black,1-0/1-0
white,7-2/2-1
black,4-2/1-0
white,4-2/2-0
black,2-1/1-0
white,4-2/2-0
black,4-1/1-0
white,4-0/4-0/4-0/4-0
black,4-3/3-2/2-1/1-0
white,1-0/1-0
black,4-1/1-0
white,4-3/3-0
black,4-3/3-0
white,4-0/4-0
black,4-0/4-0
white,4-2/2-0
black,4-2/2-1
white,4-1/1-0
black,4-1/1-0
white,4-2/2-0
black,4-2/2-0
white,4-2/2-0
