player_color,move
white,8-3/3-2
black,6-2/6-2/6-2/6-2
white,8-2/8-4
black,6-5/5-4/4-3/8-7
white,13-8/8-3/13-8/13-8
black,24-20/24-20/20-16/20-16
white,6-5/6-5/5-4/5-4
black,8-5/8-7
white,6-1/13-10
black,13-11/16-12
white,25-22/10-7/7-4/22-19
black,
white,6-4/8-2
black,25-22/16-12
white,25-24/6-4
black,7-3/11-7/12-8/12-8
white,8-3/19-16
black,25-22/13-7
white,25-19/24-20
black,25-20/8-7
white,2-1/24-20
black,20-14/14-11
white,19-15/15-11/11-7/7-3
black,
white,20-16/20-16/24-20/20-16
black,
white,16-10/10-7
black,25-22/11-7
white,25-24/7-6/6-5/5-4
black,8-7/13-8
white,16-11/24-20
black,8-7/13-10
white,2-1/11-8
black,2-1/13-8
white,20-15/15-12
black,25-22/8-2
white,8-7/7-6/6-5/5-4
black,22-16/16-12
white,2-1/12-10
black,22-16/16-11
white,10-4/16-13
black,
white,13-11/11-6
black,25-23/7-3
white,6-4/16-10
black,3-1/7-1
white,10-9/9-8/8-7/7-6
black,2-1/7-1
white,1-0/4-2/2-0/6-4
black,25-22/22-18
white,1-0/1-0
black,11-6/6-1/18-13/13-8
white,4-1/1-0
black,7-1/8-7
white,4-2/2-0
black,7-4/4-2
white,1-0/4-0/4-0/4-0
black,7-2/7-1
white,4-0/4-0
black,3-1/7-1
white,4-1/1-0
black,2-1/2-0
white,4-3/3-0
black,2-0/2-0
white,4-3/3-2/2-1/1-0
