player_color,move
white,6-5/6-4
black,13-7/13-10
white,5-4/13-8
black,13-11/11-9/9-7/13-11
white,8-4/8-2
black,10-7/13-7
white,8-2/13-8
black,8-7/11-7
white,13-10/10-7/7-4/13-10
black,8-7/24-22
white,10-5/5-4
black,8-2/24-18/18-12/12-6
white,25-20/8-4
black,22-16/16-15
white,2-1/8-2
black,6-3/15-13
white,6-4/6-1
black,6-3/6-2
white,6-1/20-14
black,13-8/7-2/8-3/7-2
white,14-11/11-5
black,6-2/7-2
white,24-20/5-4
black,6-2/6-1
white,25-21/21-19
black,7-4/7-1
white,2-1/19-16
black,7-1/7-3
white,20-14/14-9
black,4-1/3-0
white,9-5/5-3
black,2-1/3-0
white,2-1/3-1
black,3-1/3-0
white,4-1/16-10
black,2-0/2-0
white,10-6/6-1
black,2-0/2-0
white,4-1/1-0
black,2-0/2-1
white,1-0/1-0
black,1-0/1-0
white,4-2/2-1
black,1-0/1-0
white,4-1/4-1/4-1/4-1
black,1-0/1-0
white,1-0/4-1
black,1-0
