player_color,move
white,6-5/6-4
black,6-4/13-10
white,6-4/24-18
black,6-4/13-8
white,5-2/13-8
black,6-4/6-5
white,13-7/7-6
black,10-4/13-8
white,6-4/13-10
black,6-1/8-3/13-8/13-8
white,25-23/10-4
black,5-4/24-18
white,6-4/8-4
black,24-19/19-14/14-9/9-4
white,25-20/18-16
black,3-1/18-15
white,13-7/7-4
black,15-13/13-10
white,8-6/23-20
black,8-4/10-4
white,6-3/13-8
black,8-6/6-3
white,8-6/8-6/6-4/6-4
black,8-6/8-6/6-4/6-4
white,8-4/16-11
black,8-6/6-3
white,11-9/9-7/7-5/5-3
black,8-7/7-4
white,20-14/14-10
black,3-0/3-0
white,10-4/20-15
black,1-0/4-3/3-2/2-1
white,3-1/15-12
black,1-0/1-0
white,2-1/12-6
black,4-2/2-0
white,3-1/6-3
black,4-2/2-0
white,3-0/4-0
black,4-1/1-0
white,4-2/2-0
black,4-0/4-0/4-0/4-0
white,4-3/3-0
black,4-2/2-0
white,4-0/4-1
black,4-1/1-0
white,4-1/4-0
black,4-1/1-0
