player_color,move
white,6-3/8-3
black,6-5/6-4
white,6-3/8-4
black,6-4/13-8
white,8-2/13-8
black,5-4/8-2
white,6-3/8-4
black,13-8/24-18
white,6-4/6-2
black,8-5/5-4
white,13-9/9-8
black,24-19/19-18
white,8-2/13-8
black,13-9/9-4
white,8-5/5-4
black,6-4/8-2
white,13-10/13-8
black,8-4/13-12
white,10-5/5-4
black,8-4/18-12
white,24-19/19-14/14-9/9-4
black,25-19/18-14
white,8-3/24-18
black,14-8/19-14
white,18-17
black,25-20/2-1
white,17-11/11-10
black,25-24/12-11/11-10/10-9
white,2-1/10-6
black,25-20/20-15/15-10/10-5
white,6-3/1-0
black,9-6/6-4
white,2-0/2-0
black,12-6/6-1
white,3-1/1-0
black,13-8/8-3/20-15/15-10
white,3-0/3-0
black,5-2/10-5
white,3-1/1-0
black,3-1/5-0
white,3-2/2-0
black,4-1/2-0
white,3-0/4-0
black,4-1/2-0
white,4-1/1-0
black,4-1/1-0
white,4-1/1-0
black,4-1/4-3
white,4-1/1-0
black,1-0/3-1/4-2/2-0
white,4-0/4-0
