player_color,move
white,8-4/24-18
black,6-4/8-4
white,6-4/24-23
black,6-5/6-4
white,6-4/8-4
black,5-4/6-4
white,8-2/23-22
black,6-4/13-11/11-9/9-7
white,25-22/22-18
black,25-24/24-22
white,6-4/22-18
black,13-9/9-4
white,6-5/6-4
black,22-16/16-10/10-4/24-18
white,5-1/13-11
black,25-22/13-11
white,11-10/10-4
black,8-4/11-6
white,2-1/18-16
black,13-8/13-10
white,13-8/8-3/13-8/13-8
black,25-20/10-9
white,25-24/3-1
black,8-4/9-8
white,13-8/18-16
black,8-4/18-12
white,8-7/7-2
black,6-4/12-7
white,2-1/8-2
black,7-1/8-3
white,25-23/23-20
black,20-18/18-12
white,2-1/8-4
black,12-6/6-3
white,16-13/13-8
black,3-0/3-0
white,8-3/20-15/15-10/10-5
black,1-0/4-0
white,5-1/3-0
black,4-2/2-0/4-2/2-0
white,4-3/1-0
black,4-3/3-0
white,1-0/3-0
black,4-1/1-0
white,4-3/1-0
black,4-0/4-0/4-0/4-0
white,4-1/3-0
black,4-1/1-0
white,4-0/4-1
black,4-1/1-0
white,4-2/2-0
black,4-2/2-0
