player_color,move
white,8-4/13-8
black,6-4/13-7
white,13-7/7-6
black,7-2/13-8/13-8/13-8
white,8-4/13-7
black,6-4/6-3
white,7-4/13-12
black,25-23/24-18
white,6-1/13-12
black,25-22/18-15/15-12/12-9
white,6-4/6-4/24-22/22-20
black,25-24/24-18
white,
black,6-5/6-5/5-4/5-4
white,
black,8-4/23-22
white,
black,8-4/9-3
white,25-23/25-23/24-22/22-20
black,
white,8-4/23-18
black,
white,8-2/12-6/12-6/20-14
black,
white,23-20/20-14
black,
white,14-8/18-15
black,
white,8-5/15-10
black,25-22/25-24
white,5-4/6-1
black,25-22/18-12
white,6-4/6-1
black,22-16/16-10/10-4/22-16
white,10-6/14-11
black,12-6/6-4
white,6-4/11-8
black,8-6/22-16
white,6-4/8-2
black,8-4/22-16
white,2-1/6-4
black,8-2/8-4
white,2-1/1-0
black,6-1/16-11/11-6/6-1
white,4-2/2-1
black,2-1/16-12
white,1-0/1-0
black,12-6/6-3
white,1-0/1-0
black,16-12/12-7
white,4-1/1-0
black,7-5/5-4
white,4-2/2-0/4-2/2-0
black,3-1/4-0
white,4-2/2-0
black,4-0/4-0
white,4-1/1-0
black,4-0/4-0
white,4-0/4-0
black,4-2/4-1
white,4-0/4-0
black,2-1/4-0
white,4-3/3-0
