player_color,move
white,24-23/23-18
black,13-11/24-23
white,8-4/13-10
black,13-7/13-8
white,25-20/13-8/20-15/13-8
black,7-1/13-11
white,25-23/6-4/23-21/6-4
black,13-9/24-23
white,8-4/21-18
black,6-4/9-8
white,6-4/8-6/8-6/8-6
black,23-18/18-17
white,15-11/11-10
black,11-5/23-17/17-11/17-11
white,10-6/10-4
black,5-1/11-5
white,13-10/10-4
black,5-3/6-3
white,6-4/6-4/6-4/18-16
black,6-1/11-5
white,13-7/7-3
black,6-1/11-5
white,6-5/6-2
black,5-4/6-3
white,6-2/16-12/12-8/8-4
black,3-2/2-1/4-3/5-4
white,3-1/5-2
black,8-7/7-6/6-5/5-4
white,1-0/2-1/2-1/2-1
black,8-4/8-2
white,1-0/1-0
black,8-2/8-3
white,4-3/1-0
black,2-1/2-0
white,3-0/4-0
black,3-1/1-0
white,4-3/3-0
black,1-0/1-0
white,4-3/3-0
black,1-0/1-0
white,4-0/4-0
black,1-0/4-1
white,4-0/4-0/4-0/4-0
black,3-1/1-0
white,4-2/2-0
