player_color,move
white,13-10/13-7
black,8-4/13-10
white,24-20/24-23
black,10-4/13-8
white,6-5/6-5/10-9/9-8
black,6-4/6-4/24-22/24-22
white,5-1/6-1
black,22-16/16-10/10-4/22-16
white,5-1/6-1
black,6-4/16-15
white,6-3/3-1
black,13-10/15-14
white,7-1/20-16
black,8-4/13-10
white,13-12/12-8
black,25-20/10-9
white,25-24/24-18
black,8-4/9-8
white,13-7/13-10
black,8-4/10-4
white,23-20/20-16
black,6-4/14-8
white,10-6/6-1
black,6-1/8-7
white,25-24/7-5
black,25-23/25-20
white,25-19/24-20
black,7-1/20-18
white,19-16/20-19
black,18-12/23-20
white,8-5/19-14
black,25-22/22-19/19-16/16-13
white,8-5/14-8
black,12-6/6-4
white,16-10/10-8
black,8-7/13-8
white,16-15/15-10
black,7-6/8-4
white,5-1/8-5
black,1-0/6-1
white,5-1/10-8
black,4-3/3-0
white,5-1/8-4/8-4/8-4
black,1-0/4-3/3-2/2-1
white,4-1/4-1/4-1/8-5
black,4-3/1-0
white,5-2/8-2
black,3-0/4-0
white,1-0/1-0/2-0/2-0
black,4-1/1-0/4-1/1-0
white,1-0/1-0
black,4-2/2-0
white,1-0/1-0
black,4-2/2-0
white,1-0/1-0
black,4-3/3-0
white,1-0/1-0
black,4-3/3-0
white,1-0/1-0
black,4-3/3-2/2-1/1-0
white,1-0
