player_color,move
white,24-22/22-20/20-18/18-16
black,6-1/24-23
white,25-20/13-7
black,8-4/23-18
white,25-23/8-5
black,8-4/24-18
white,5-3/3-1/20-18/18-16
black,6-4/13-10
white,6-1/6-1/6-1/6-1
black,8-7/7-4
white,6-1/8-5
black,4-3/13-10
white,5-1/13-9/9-5/5-1
black,6-2/2-1
white,25-23/8-5
black,13-10/18-14
white,13-9/9-6
black,6-4/13-8
white,23-19/19-18
black,25-20/8-6
white,
black,13-8/8-4
white,25-23/23-20
black,6-4/10-6
white,20-19/19-17
black,25-20/10-4
white,6-1/18-16
black,3-2/20-18
white,13-10/17-15
black,25-22/2-1
white,10-6/13-9/9-5/5-1
black,25-22/14-13
white,6-5/15-13
black,13-8/22-21
white,16-10/10-6
black,21-16/16-11/11-6/6-1
white,13-11/11-5
black,18-16/22-16
white,5-3/3-1/5-3/3-1
black,8-7/7-4
white,6-2/16-13
black,16-14/18-12
white,25-19/19-13/13-7/7-1
black,25-20/20-19
white,2-1/16-11
black,25-21/19-16
white,11-5/5-3
black,16-12/21-19
white,3-2/2-0
black,16-12/19-14
white,1-0/1-0
black,12-7/14-12
white,1-0/1-0
black,7-6/6-5/5-4/12-11
white,1-0/1-0
black,11-5/5-4
white,1-0/1-0
black,4-1/4-1/4-1/4-1
white,1-0/1-0
black,4-1/4-1/4-1/4-1
white,1-0/1-0
black,4-1/12-7
white,1-0/1-0
