player_color,move
white,6-4/24-18
black,13-7/7-6
white,25-23/24-18
black,6-4/13-7
white,25-23/8-4
black,7-4/8-4
white,8-4/13-7
black,6-1/6-5
white,7-6/8-4
black,5-4/13-10
white,13-7/7-3
black,8-7/7-4
white,23-22/23-18
black,8-4/10-9
white,3-2/13-10
black,9-4/13-10
white,6-4/6-4/22-20/20-18
black,6-3/6-5
white,6-4/13-12
black,
white,6-4/13-8
black,25-23/5-1
white,25-23/23-22
black,25-19/6-2
white,
black,10-6/19-16
white,25-22/12-9/9-6/6-3
black,25-24/6-4
white,10-4/18-15
black,24-18/18-16
white,8-4/18-12
black,23-19/19-18
white,15-11/11-6
black,18-16/24-18
white,6-1/12-6
black,25-24/18-16
white,25-19/22-16/16-10/10-4
black,24-19/19-14/14-9/9-4
white,25-23/23-20
black,25-24/16-12
white,19-18/18-16
black,12-8/24-18
white,22-18/18-12
black,16-13/18-16
white,25-19/19-16
black,13-8/16-11/11-6/6-1
white,16-13/13-7
black,8-4/16-13
white,7-6/6-4
black,8-3/13-8/8-3/3-0
white,20-18/18-13
black,1-0/3-0
white,13-11/11-8
black,1-0/1-0
white,8-7/7-4
black,4-1/1-0
white,3-1/16-15
black,4-0/4-0
white,4-1/15-11
black,4-2/2-0
white,11-5/5-1
black,4-1/1-0
white,4-2/4-0
black,4-3/3-0
white,4-1/2-0
black,4-3/3-0
white,4-0/4-0/4-0/4-0
black,4-1/1-0
white,4-0/4-0
black,4-3/3-0
white,4-2/2-0
black,4-1/1-0
