player_color,move
white,6-2/8-4/8-4/8-4
black,13-11/13-9
white,13-7/13-7/24-18/24-18
black,13-9/24-23
white,25-20/20-14
black,25-24/13-11
white,25-23/13-7
black,9-3/13-11
white,6-4/13-7
black,24-20/20-14
white,6-4/7-4
black,24-20/20-16/16-12/12-8
white,25-20/7-6
black,6-1/6-4
white,7-4/7-3
black,14-10/10-8
white,3-2/23-20
black,25-20/8-4
white,6-4/6-1
black,6-4/20-19
white,
black,6-4/19-14
white,25-22/18-13
black,25-19/19-14
white,13-7/7-4
black,6-3/11-8/14-11/14-11
white,25-20/18-12
black,4-3/9-3
white,12-9/9-4
black,11-7/11-7/7-3/7-3
white,20-15/20-16
black,4-1/11-5
white,25-23/15-13/13-11/11-9
black,4-1/5-3
white,2-1/9-4
black,4-3/8-3
white,23-19/19-13
black,8-2/8-2/8-2/8-2
white,13-9/9-3
black,2-0/2-0
white,3-2/16-12
black,2-0/2-0
white,12-9/9-5
black,1-0/1-0
white,5-3/1-0
black,1-0/3-0
white,3-1/1-0
black,3-2/2-0
white,4-1/1-0
black,3-0/3-0
white,2-0/4-0
black,3-1/1-0
white,4-3/3-1
black,3-0/3-0/3-0
