player_color,move
white,8-4/13-8
black,13-11/13-8
white,8-4/24-18
black,24-18/24-23
white,8-4/13-10
black,13-11/13-8
white,10-4/13-8
black,13-11/18-14
white,8-4/13-12
black,23-18/18-17
white,25-24/18-12
black,17-15/15-11
white,6-4/24-20
black,14-12/12-11
white,25-24/6-3
black,11-10/10-4
white,6-1/6-4
black,8-4/11-5
white,25-24/6-3
black,5-3/8-4
white,12-8/8-4/12-8/8-4
black,6-3/6-4
white,24-20/24-20/20-16/20-16
black,11-5/5-3
white,3-1/16-13
black,6-1/8-4
white,25-20/13-10
black,6-5/6-3
white,25-19/10-4/19-13/13-7
black,8-3/11-5
white,7-2/16-12
black,5-4/5-1
white,12-6/6-5
black,8-5/5-1
white,3-0/5-0
black,4-1/11-5
white,1-0/2-0
black,3-1/5-4
white,4-3/1-0
black,4-1/1-0
white,3-0/4-0
black,4-1/1-0
white,4-3/3-0
black,1-0/1-0
white,4-2/2-0
black,1-0/1-0
white,4-2/2-0
black,1-0/4-1
white,4-2/2-0
black,3-1/1-0
white,4-3/3-1
black,1-0/4-0
white,4-1/1-0
black,3-1/1-0
white,4-2/2-0
black,4-2/2-1
white,4-3/3-0
black,4-3/1-0
white,1-0
