player_color,move
white,6-4/24-23
black,13-10/10-7/7-4/13-10
white,6-3/8-3
black,8-2/10-4/13-7/7-1
white,
black,6-4/8-2
white,
black,6-1/6-4
white,
black,8-4/13-10
white,25-20/25-22
black,13-9/9-4
white,6-3/8-4
black,6-3/6-3/10-7/7-4
white,25-20/6-3
black,24-19/19-16
white,25-19/20-19
black,24-19/19-18
white,13-7/13-7/7-1/7-1
black,25-20/20-16
white,8-4/19-16
black,3-1/3-1/16-14/16-14
white,13-7/7-2
black,2-1/14-9
white,25-22/20-16
black,
white,13-7/7-4
black,
white,2-1/3-2/2-1/13-12
black,25-19/19-18
white,12-9/9-3
black,14-11/18-14
white,22-16/19-16
black,11-6/6-4
white,16-14/14-12/12-10/10-8
black,14-8/8-3
white,8-4/16-15
black,2-0/3-0/4-1/4-1
white,15-13/13-7
black,1-0/4-1
white,7-1/16-15
black,1-0/1-0/1-0/1-0
white,15-12/12-8
black,1-0/4-1
white,8-2/1-0
black,1-0/1-0
white,1-0/1-0
black,4-1/4-1/4-1/4-1
white,1-0/1-0
black,1-0/1-0
white,2-0/3-0
black,1-0/1-0
white,3-2/2-1/1-0/3-2
black,1-0
