player_color,move
white,8-4/13-10
black,6-4/6-4/13-11/6-4
white,10-9/9-4
black,8-4/11-10
white,6-5/6-5/5-4/5-4
black,8-4/10-4
white,8-4/13-8
black,6-2/8-4/13-9/24-20
white,13-10/13-8
black,9-4/13-7
white,10-4/13-10
black,6-4/13-7
white,8-7/7-4
black,7-3/24-18
white,6-4/8-5
black,25-20/7-4
white,
black,18-12/20-18
white,25-22/10-4
black,25-23/12-8
white,24-23/23-18
black,
white,8-5/5-4
black,25-22/13-10/10-7/7-4
white,25-24/6-4
black,8-6/6-4/22-20/20-18
white,22-17/17-16
black,23-20/20-18
white,6-1/24-20
black,18-17/18-16
white,24-23/23-20
black,16-12/17-16
white,20-19/19-16
black,18-17/17-12
white,16-11/11-9
black,25-19/19-17
white,9-4/16-10
black,17-14/14-11/11-8/8-5
white,25-20/10-8
black,25-23/23-18
white,8-7/7-1
black,25-22/22-20
white,20-19/19-16
black,12-7/7-4
white,16-13/13-12
black,
white,12-8/8-4/1-0/1-0
black,25-24/4-1
white,4-3/3-0
black,20-16/24-18
white,4-0/4-0
black,18-17/17-12
white,4-1/1-0
black,4-1/16-10
white,4-2/2-0
black,4-3/10-4
white,4-3/3-0
black,3-2/4-1
white,4-0/4-0
black,4-1/12-8
white,4-0/4-0/4-0/4-0
black,4-1/8-3
white,4-1/1-0
