player_color,move
white,13-7/24-20
black,6-4/6-5
white,25-21/24-23
black,25-22/5-4
white,25-23/6-5
black,13-10/13-8
white,7-5/13-7
black,6-4/8-4
white,5-4/4-3/3-2/6-5
black,25-22/6-4
white,5-4/4-3/3-2/6-5
black,25-22/8-4
white,13-7/23-20
black,10-5/5-4
white,25-19/13-8
black,25-21/13-9/9-5/5-1
white,6-5/13-7
black,8-4/13-10
white,19-16/23-17
black,25-22/13-8
white,25-19/19-17
black,25-24/4-3/3-2/2-1
white,7-5/17-12
black,4-1/21-16
white,7-6/12-10
black,10-4/22-18
white,
black,18-13/24-22
white,25-19/6-5
black,13-8/8-4
white,10-5/19-18
black,16-13/13-10/10-7/7-4
white,25-20/8-6
black,
white,8-6/20-14
black,24-22
white,8-5/14-8
black,22-16/22-21
white,6-5/8-6
black,16-10/10-9
white,25-20/6-1/20-15/6-1
black,
white,5-1/8-5
black,25-19/9-4
white,25-23/23-19
black,19-16/21-19
white,5-1/19-16
black,19-14/22-16
white,2-1/15-10
black,16-13/13-12
white,2-1/10-5
black,14-8/8-4
white,5-2/5-1
black,12-8/8-4/16-12/12-8
white,16-11/11-7
black,8-4/1-0
white,5-1/5-1/5-1/5-1
black,1-0/1-0
white,5-3/7-2
black,4-2/2-0/4-2/2-0
white,2-0/3-1/5-3/3-1
black,4-1/1-0
white,2-1/1-0
black,4-2/2-1
white,1-0/1-0
black,4-3/1-0
white,1-0/1-0
black,3-1/1-0
white,1-0/1-0
black,4-2/2-0
white,1-0/1-0
black,4-1/1-0
white,1-0/1-0/1-0/1-0
black,4-1/1-0
white,1-0
