player_color,move
white,6-4/8-2
black,13-10/13-8
white,8-4/13-10
black,13-8/13-7
white,10-4/13-8
black,8-3/13-10
white,6-4/8-4
black,6-2/8-7
white,6-4/13-10
black,10-7/24-22
white,6-4/13-12
black,6-2/8-3
white,10-9/9-4
black,22-16/16-11
white,13-10/10-4
black,8-3/10-7
white,6-3/8-2
black,8-7/11-6
white,2-1/24-20
black,
white,12-9/9-4
black,25-20/6-2
white,20-14/14-10
black,6-3/6-1
white,25-24/10-7
black,25-23/6-1
white,25-21/25-19
black,2-1/7-1
white,7-6/6-4
black,2-1/7-1
white,19-16/21-16
black,20-14/14-11
white,3-1/16-12
black,7-1/7-1/23-17/17-11
white,12-8/8-6
black,3-1/11-8
white,6-3/16-12
black,3-1/8-2
white,12-7/7-2/2-0/3-0
black,11-8/8-3
white,4-1/4-1/4-1/4-1
black,7-4/4-0
white,4-1/1-0
black,2-1/3-0
white,1-0/1-0
black,2-1/3-0
white,4-2/2-0
black,1-0/3-0
white,4-2/2-1
black,1-0/1-0
white,1-0/4-3/3-2/2-1
black,1-0/1-0
white,1-0/1-0/1-0/1-0
black,1-0/1-0
white,4-2/2-0
black,1-0/1-0
white,4-1/1-0
black,1-0/1-0
