player_color,move
white,8-4/13-8
black,13-11/24-23
white,6-2/8-4/8-4/8-4
black,
white,13-8/13-10
black,25-22/13-11
white,10-9/9-4
black,13-11/24-18
white,6-4/24-18
black,6-1/13-8/13-8/22-17
white,
black,6-1/18-15
white,25-23/25-22
black,6-4/15-11
white,6-4/13-10
black,6-4/17-11
white,22-18/23-22
black,6-4/8-3
white,25-23/13-12
black,4-3/8-4
white,6-4/10-6
black,8-2/11-5/11-5/11-5
white,25-19/12-8
black,11-8/11-5
white,18-13/18-12
black,4-1/8-3
white,6-4/13-12
black,2-1/5-1
white,8-4/19-16
black,4-1/4-1/5-2/5-2
white,2-1/6-5/5-4/16-15
black,2-1/5-1
white,12-7/7-2/15-10/10-5
black,8-3/8-3/1-0/2-0
white,5-1/12-7
black,1-0/1-0/1-0/1-0
white,7-1/2-0
black,1-0/1-0
white,4-0/4-0
black,1-0/1-0/3-0/3-0
white,4-3/3-0
black,3-0/3-0
white,4-3/3-0
black,3-0
