player_color,move
white,13-7/13-8
black,8-4/13-8
white,7-5/13-8
black,13-7/13-8
white,13-8/24-23
black,7-1/8-4
white,25-22/13-10/10-7/7-4
black,13-7/13-7/7-1/7-1
white,8-5/22-16
black,6-1/8-4
white,23-20/20-16
black,6-1/8-4
white,6-2/8-5
black,4-2/6-4/6-4/6-4
white,16-13/13-9
black,8-4/24-18
white,4-1/9-3
black,25-23/18-13
white,25-20/6-1/20-15/6-1
black,2-1/13-12/23-22/22-21
white,25-20/20-17
black,21-15/15-11
white,8-6/17-13
black,25-21/11-9
white,25-22/6-5
black,21-15/15-12
white,25-19/19-16
black,25-22/12-10
white,25-19/19-16
black,10-4/22-16/16-10/10-4
white,6-5/22-16
black,1-0/1-0
white,8-6/16-10
black,1-0/1-0
white,5-1/5-3
black,4-2/2-0/4-2/2-0
white,6-1/6-1/8-3/10-5
black,1-0/1-0
white,3-1/5-1
black,4-0/4-0
white,5-1/5-2
black,4-1/1-0
white,2-1/8-3
black,4-1/1-0
white,3-1/5-2
black,4-3/3-0
white,16-10/10-5
black,4-3/3-0
white,2-1/3-1
black,4-3/3-0
