player_color,move
white,8-4/13-10
black,8-4/24-23
white,8-4/13-10
black,13-10/23-18
white,6-4/8-4
black,10-4/13-8
white,10-7/10-7/7-4/7-4
black,25-20/8-4
white,6-1/13-7
black,25-24/24-18
white,
black,8-7/8-4
white,
black,7-4/13-9
white,25-24/25-23
black,9-4/13-9
white,13-12/23-20
black,
white,13-12/24-18
black,25-22/9-4
white,6-1/18-17
black,6-4/20-14
white,6-4/17-16
black,6-4/14-9
white,25-22/22-18
black,6-4/9-4
white,6-1/18-17
black,6-5/18-12
white,25-19/19-16
black,25-20/22-18
white,12-10/10-4
black,12-6/18-12/20-14/14-8
white,25-20/24-20
black,25-22/12-9/22-19/19-16
white,25-20/24-20
black,8-4/9-4
white,12-7/7-4
black,6-4/16-10
white,20-19/19-13
black,10-9/9-7
white,13-8/8-3/20-15/15-10
black,7-3/3-1
white,3-1/10-4
black,4-2/2-0/4-2/2-0
white,20-17/17-11
black,4-1/1-0
white,11-8/20-18
black,4-3/1-0
white,8-2/18-16
black,4-1/1-0
white,4-2/16-12
black,3-1/1-0
white,2-1/12-7
black,4-1/1-0
white,2-1/7-2
black,4-1/1-0
white,4-0/4-0/4-0/4-0
black,4-0/4-0
white,2-0/4-1
black,4-1/1-0
white,4-0/4-0
black,4-1/1-0
white,4-1/1-0
black,4-2/2-0
white,1-0/1-0/1-0/4-1
black,4-1/1-0
white,1-0/1-0
black,4-1/1-0
