player_color,move
white,13-10/10-8
black,8-4/24-18
white,6-1/13-7
black,
white,6-1/13-10
black,
white,6-1/10-8
black,25-23/25-20
white,7-5/24-23
black,25-20/8-4
white,25-23/24-18
black,20-18/23-18
white,18-17/17-14
black,25-22/6-4
white,23-17/17-16
black,6-4/13-10
white,6-5/5-4/4-3/3-2
black,25-21/13-8
white,6-3/3-1
black,8-4/10-6/18-14/14-10
white,2-1/14-10
black,13-10/21-20
white,10-5/5-1
black,25-23/10-4
white,8-7/13-10
black,25-21/6-4
white,23-18/18-17
black,6-4/6-4/6-4/23-21
white,7-1/17-16
black,10-4/21-18
white,8-7/7-1
black,25-19/13-11
white,10-6/13-9/9-5/5-1
black,25-22/13-8
white,8-2/2-1
black,8-4/22-20
white,6-1/8-5
black,25-21/21-16
white,16-11/11-8
black,11-9/9-7/7-5/5-3
white,25-24/5-2
black,3-2/16-15/15-14/21-20
white,24-18/18-14
black,14-11/11-7
white,25-19/19-16
black,7-1/20-14/14-8/8-2
white,16-13/13-8
black,2-0/2-1
white,8-4/8-4/8-4/4-0
black,4-2/2-0
white,2-0/4-2/2-0/4-2
black,4-0/4-0/4-0/4-0
white,2-1/1-0
black,1-0/1-0
white,1-0/1-0
black,4-1/1-0
white,1-0/1-0
black,4-2/2-0
white,1-0/1-0
black,4-3/3-0
white,1-0/1-0
black,4-3/3-0
white,1-0/1-0
black,4-0/4-0
white,1-0
