player_color,move
white,13-9/9-7
black,6-5/6-5/5-4/5-4
white,7-5/13-8
black,6-4/24-18
white,5-1/24-18
black,25-24/24-18
white,25-20/6-1/20-15/6-1
black,6-4/13-7
white,25-23/24-22/22-20/20-18
black,25-20/8-4
white,18-16/23-20
black,13-10/10-7/7-4/13-10
white,25-20/20-16
black,6-4/8-7
white,6-1/20-18
black,25-20/4-3
white,13-10/13-10/13-10/18-15
black,25-22/22-16
white,15-9/9-8
black,25-23/8-4
white,8-4/4-1
black,13-8/8-4
white,6-2/2-1
black,25-23/13-8
white,6-1/10-8
black,23-22/22-20
white,10-8/16-13
black,8-6/6-1
white,10-4/4-1
black,18-16/18-15
white,8-7/13-8
black,15-10/10-4
white,7-1/16-12
black,3-1/16-11
white,12-6/6-3
black,11-6/6-4
white,3-2/8-6
black,20-16/20-19
white,25-20/8-5
black,25-23/19-13
white,25-23/23-19
black,16-12/23-21
white,8-5/19-16/20-17/17-14
black,13-7/21-16
white,14-10/10-5
black,7-4/12-9/9-6/6-3
white,25-19/19-14
black,3-1/16-11
white,25-23/8-6/6-4/4-2
black,11-8/8-3
white,23-17/17-16
black,3-1/1-0
white,2-1/5-1
black,1-0/4-1
white,5-1/8-7
black,1-0/1-0/4-0/4-0
white,7-1/8-2/16-10/10-4
black,1-0/4-1/1-0/4-1
white,4-1/5-3
black,4-3/3-1
white,2-1/3-0
black,1-0/1-0
white,1-0/1-0
black,4-1/1-0
white,1-0/1-0
black,4-2/2-0/4-2/2-0
white,1-0/1-0
black,4-0/4-0
