player_color,move
white,8-2/8-2/8-2/13-7
black,24-22/22-20/20-18/24-22
white,25-21/13-9/9-5/5-1
black,8-7/22-18
white,6-4/21-15
black,6-3/13-8
white,13-8/8-4
black,13-8/13-7
white,15-14/14-8
black,8-7/13-7
white,6-4/13-12
black,25-20/8-2
white,8-4/13-10
black,6-2/8-3
white,6-2/6-1
black,6-3/20-18
white,10-9/9-4
black,18-12/18-12/12-6/12-6
white,2-1/6-4
black,6-3/8-2
white,2-1/12-10
black,6-2/18-13
white,10-4/24-20
black,6-2/13-7
white,24-19/19-14/14-9/9-4
black,25-20/3-1
white,20-19/19-16
black,3-1/20-16
white,2-1/16-12
black,7-2/7-2/7-2/16-11
white,12-7/7-3
black,11-8/8-2
white,2-1/3-0
black,7-2/7-4
white,1-0/1-0
black,3-0/4-0
white,4-2/2-0/4-2/2-0
black,2-0/3-0
white,4-2/2-0
black,2-0/2-1
white,4-3/3-0
black,2-0/2-0/2-0/2-0
white,4-1/4-1/4-1/4-1
black,2-0/2-0
white,1-0/1-0
black,2-0/1-0
white,1-0/1-0
black,1-0/1-0
