player_color,move
white,13-8/13-10
black,13-9/13-9/24-20/20-16
white,6-4/13-10
black,13-10/24-23
white,10-9/10-4
black,25-22/13-9
white,8-4/9-4
black,10-8/13-8
white,6-4/13-10
black,23-20/20-15
white,25-21/13-7
black,6-4/6-4/22-20/6-4
white,25-24/7-1
black,6-3/6-3/15-12/12-9
white,6-4/6-3
black,20-18/18-12
white,3-2/6-4
black,9-6/12-8
white,24-18/18-13
black,8-2/9-3/9-3/9-3
white,13-7/7-1/24-18/18-12
black,2-1/8-4
white,
black,6-1/8-2
white,
black,3-1/8-4
white,25-19/19-18
black,3-1/8-2
white,12-6/6-4
black,8-4/2-0
white,8-2/18-16
black,1-0/2-0
white,8-2/8-4
black,1-0/1-0
white,2-1/16-11
black,4-3/1-0
white,11-5/5-2
black,4-3/4-3/4-3/4-3
white,2-1/4-2
black,3-0/3-0/4-1/1-0
white,2-0/2-1
black,3-0/3-0/3-0/3-0
white,4-2/4-0
black,3-0/3-0
