player_color,move
white,6-4/24-18
black,13-7/7-6
white,25-22/24-18
black,8-2/2-1
white,13-7/7-6
black,6-4/13-10
white,6-4/6-4/18-16/16-14
black,8-5/5-4
white,8-4/8-4/22-18/18-14
black,10-4/13-10
white,13-7/7-4
black,6-1/6-4
white,6-4/8-4
black,6-4/6-5
white,13-9/9-6
black,8-4/10-4
white,6-4/13-9
black,5-4/13-7
white,9-6/13-12
black,25-24/4-3/3-2/2-1
white,14-10/10-5
black,6-4/7-1
white,14-10/10-4
black,24-18/24-18/18-12/18-12
white,5-1/6-4
black,
white,6-1/12-7/7-2/1-0
black,25-19/19-17
white,25-22/22-18
black,12-9/9-3
white,18-12/12-9
black,3-1/17-12
white,9-7/7-1
black,12-6/6-4
white,1-0/2-0
black,12-8/8-2
white,4-3/1-0
black,2-0/4-0
white,3-0/4-0
black,4-0/4-0
white,4-1/1-0
black,1-0/4-0
white,4-3/3-2/2-1/1-0
black,4-2/2-0
white,4-3/3-0
black,1-0/1-0
white,4-0/4-0
black,4-1/1-0
white,4-0/4-0
black,4-0/4-0
white,4-2/2-0
black,4-2/2-0
white,4-3/3-0
